Time,Source,Destination,Protocol,Length,Source Port,Destination Port,bad_packet
25.703981166,192.167.5.35,192.167.5.22,ICMP,42,,,1
32.554905542,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.018758471,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.6752837,192.167.5.35,192.167.5.22,ICMP,42,,,1
32.719376036,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.406189613,192.167.5.35,192.167.5.22,ICMP,42,,,1
30.108898423,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.812421316,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.97288829,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.48562695,192.167.5.35,192.167.5.22,ICMP,42,,,1
30.036471221,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.80597175,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.496728266,192.167.5.35,192.167.5.22,ICMP,42,,,1
22.597152854,192.167.5.35,192.167.5.22,ICMP,42,,,1
22.263638327,192.167.5.35,192.167.5.22,ICMP,42,,,1
30.829527892,192.167.5.35,192.167.5.22,ICMP,42,,,1
27.010829216,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.053890105,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.721752397,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.776452717,192.167.5.35,192.167.5.22,ICMP,42,,,1
32.812574629,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.390771223,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.321055274,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.005673479,192.167.5.35,192.167.5.22,ICMP,42,,,1
24.643570474,192.167.5.35,192.167.5.22,ICMP,42,,,1
34.830353436,192.167.5.35,192.167.5.22,ICMP,42,,,1
30.203928256,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.523081236,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.358860462,192.167.5.35,192.167.5.22,ICMP,42,,,1
27.102439465,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.061672516,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.708097546,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.781289827,192.167.5.35,192.167.5.22,ICMP,42,,,1
19.923204833,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.452409679,192.167.5.35,192.167.5.22,ICMP,42,,,1
36.060013058,192.167.5.35,192.167.5.22,ICMP,42,,,1
35.876854741,192.167.5.35,192.167.5.22,ICMP,42,,,1
32.716644306,192.167.5.35,192.167.5.22,ICMP,42,,,1
22.690217215,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.318895156,192.167.5.35,192.167.5.22,ICMP,42,,,1
24.16441527,192.167.5.35,192.167.5.22,ICMP,42,,,1
30.555039967,192.167.5.35,192.167.5.22,ICMP,42,,,1
35.420271725,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.18318989,192.167.5.35,192.167.5.22,ICMP,42,,,1
22.731967261,192.167.5.35,192.167.5.22,ICMP,42,,,1
24.754470793,192.167.5.35,192.167.5.22,ICMP,42,,,1
34.343402783,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.643845477,192.167.5.35,192.167.5.22,ICMP,42,,,1
30.476390787,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.305355354,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.42472982,192.167.5.35,192.167.5.22,ICMP,42,,,1
19.677083007,192.167.5.35,192.167.5.22,ICMP,42,,,1
22.293619146,192.167.5.35,192.167.5.22,ICMP,42,,,1
35.992299693,192.167.5.35,192.167.5.22,ICMP,42,,,1
29.840827331,192.167.5.35,192.167.5.22,ICMP,42,,,1
27.042575325,192.167.5.35,192.167.5.22,ICMP,42,,,1
32.468475507,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.476960079,192.167.5.35,192.167.5.22,ICMP,42,,,1
27.598340718,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.383794559,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.420177747,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.107225379,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.452103758,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.053704794,192.167.5.35,192.167.5.22,ICMP,42,,,1
24.592026449,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.743727815,192.167.5.35,192.167.5.22,ICMP,42,,,1
24.192434688,192.167.5.35,192.167.5.22,ICMP,42,,,1
35.397658408,192.167.5.35,192.167.5.22,ICMP,42,,,1
34.008837022,192.167.5.35,192.167.5.22,ICMP,42,,,1
29.854499564,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.041538367,192.167.5.35,192.167.5.22,ICMP,42,,,1
22.609459152,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.461684799,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.617009108,192.167.5.35,192.167.5.22,ICMP,42,,,1
27.372826407,192.167.5.35,192.167.5.22,ICMP,42,,,1
30.627090115,192.167.5.35,192.167.5.22,ICMP,42,,,1
34.727902262,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.21501745,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.264378474,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.222622043,192.167.5.35,192.167.5.22,ICMP,42,,,1
30.059822157,192.167.5.35,192.167.5.22,ICMP,42,,,1
34.97890802,192.167.5.35,192.167.5.22,ICMP,42,,,1
24.401909703,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.61994595,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.403575268,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.169465363,192.167.5.35,192.167.5.22,ICMP,42,,,1
36.028278469,192.167.5.35,192.167.5.22,ICMP,42,,,1
27.975022517,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.948126963,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.594957294,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.990983298,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.217754304,192.167.5.35,192.167.5.22,ICMP,42,,,1
30.064455046,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.710940117,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.124524681,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.539408384,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.008699532,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.825694151,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.825419681,192.167.5.35,192.167.5.22,ICMP,42,,,1
34.539677151,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.622880983,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.21810001,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.497323139,192.167.5.35,192.167.5.22,ICMP,42,,,1
24.695103597,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.922882359,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.672727291,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.978046493,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.475353287,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.328637647,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.377414663,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.720341502,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.871326813,192.167.5.35,192.167.5.22,ICMP,42,,,1
29.684006806,192.167.5.35,192.167.5.22,ICMP,42,,,1
22.247733392,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.731337214,192.167.5.35,192.167.5.22,ICMP,42,,,1
24.781112383,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.315735672,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.578047711,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.756788089,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.657162253,192.167.5.35,192.167.5.22,ICMP,42,,,1
32.765749549,192.167.5.35,192.167.5.22,ICMP,42,,,1
34.00858933,192.167.5.35,192.167.5.22,ICMP,42,,,1
24.53522898,192.167.5.35,192.167.5.22,ICMP,42,,,1
29.836426524,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.955305842,192.167.5.35,192.167.5.22,ICMP,42,,,1
34.371071977,192.167.5.35,192.167.5.22,ICMP,42,,,1
30.955498122,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.617138462,192.167.5.35,192.167.5.22,ICMP,42,,,1
24.292862188,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.781467862,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.638422396,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.401352818,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.761205986,192.167.5.35,192.167.5.22,ICMP,42,,,1
35.937888757,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.588443656,192.167.5.35,192.167.5.22,ICMP,42,,,1
35.046505905,192.167.5.35,192.167.5.22,ICMP,42,,,1
32.33104232,192.167.5.35,192.167.5.22,ICMP,42,,,1
19.865235041,192.167.5.35,192.167.5.22,ICMP,42,,,1
32.055527348,192.167.5.35,192.167.5.22,ICMP,42,,,1
34.115750554,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.72378911,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.720841167,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.445284553,192.167.5.35,192.167.5.22,ICMP,42,,,1
29.97611672,192.167.5.35,192.167.5.22,ICMP,42,,,1
27.927145554,192.167.5.35,192.167.5.22,ICMP,42,,,1
32.415638351,192.167.5.35,192.167.5.22,ICMP,42,,,1
30.945997878,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.353556851,192.167.5.35,192.167.5.22,ICMP,42,,,1
35.865603988,192.167.5.35,192.167.5.22,ICMP,42,,,1
34.062655716,192.167.5.35,192.167.5.22,ICMP,42,,,1
22.098553087,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.435056659,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.90481359,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.843914801,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.956409732,192.167.5.35,192.167.5.22,ICMP,42,,,1
27.984505963,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.000176236,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.197154261,192.167.5.35,192.167.5.22,ICMP,42,,,1
36.076221513,192.167.5.35,192.167.5.22,ICMP,42,,,1
34.730619017,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.994618102,192.167.5.35,192.167.5.22,ICMP,42,,,1
32.198673587,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.679582668,192.167.5.35,192.167.5.22,ICMP,42,,,1
30.182155288,192.167.5.35,192.167.5.22,ICMP,42,,,1
36.004667481,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.619427893,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.403025789,192.167.5.35,192.167.5.22,ICMP,42,,,1
27.201547715,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.088336551,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.284082087,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.921089203,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.34839131,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.754700789,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.144273803,192.167.5.35,192.167.5.22,ICMP,42,,,1
27.469490944,192.167.5.35,192.167.5.22,ICMP,42,,,1
22.908146895,192.167.5.35,192.167.5.22,ICMP,42,,,1
22.3323073,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.563410848,192.167.5.35,192.167.5.22,ICMP,42,,,1
24.51833957,192.167.5.35,192.167.5.22,ICMP,42,,,1
27.382394055,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.640176854,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.729789511,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.75354759,192.167.5.35,192.167.5.22,ICMP,42,,,1
27.235814564,192.167.5.35,192.167.5.22,ICMP,42,,,1
35.509888661,192.167.5.35,192.167.5.22,ICMP,42,,,1
24.130164349,192.167.5.35,192.167.5.22,ICMP,42,,,1
29.949756993,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.509174153,192.167.5.35,192.167.5.22,ICMP,42,,,1
35.338408716,192.167.5.35,192.167.5.22,ICMP,42,,,1
35.495405235,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.408418214,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.142771684,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.854406114,192.167.5.35,192.167.5.22,ICMP,42,,,1
30.448514826,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.5423885,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.581896567,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.90775908,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.519647065,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.535873462,192.167.5.35,192.167.5.22,ICMP,42,,,1
30.002927139,192.167.5.35,192.167.5.22,ICMP,42,,,1
35.496584808,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.454355796,192.167.5.35,192.167.5.22,ICMP,42,,,1
22.936038361,192.167.5.35,192.167.5.22,ICMP,42,,,1
22.253002689,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.155935028,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.862121298,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.080267409,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.849964908,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.786586041,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.163798998,192.167.5.35,192.167.5.22,ICMP,42,,,1
32.907825733,192.167.5.35,192.167.5.22,ICMP,42,,,1
22.251647252,192.167.5.35,192.167.5.22,ICMP,42,,,1
24.07605446,192.167.5.35,192.167.5.22,ICMP,42,,,1
29.851254572,192.167.5.35,192.167.5.22,ICMP,42,,,1
22.250940971,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.428333227,192.167.5.35,192.167.5.22,ICMP,42,,,1
30.156500411,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.157614002,192.167.5.35,192.167.5.22,ICMP,42,,,1
29.94436507,192.167.5.35,192.167.5.22,ICMP,42,,,1
19.055496745,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.01778101,192.167.5.35,192.167.5.22,ICMP,42,,,1
29.374711795,192.167.5.35,192.167.5.22,ICMP,42,,,1
35.891186137,192.167.5.35,192.167.5.22,ICMP,42,,,1
35.261053471,192.167.5.35,192.167.5.22,ICMP,42,,,1
22.520236972,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.02794202,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.172621388,192.167.5.35,192.167.5.22,ICMP,42,,,1
35.20369785,192.167.5.35,192.167.5.22,ICMP,42,,,1
27.326428446,192.167.5.35,192.167.5.22,ICMP,42,,,1
22.421598185,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.484337873,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.981242131,192.167.5.35,192.167.5.22,ICMP,42,,,1
19.014902692,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.88643042,192.167.5.35,192.167.5.22,ICMP,42,,,1
29.498726124,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.602952434,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.380096826,192.167.5.35,192.167.5.22,ICMP,42,,,1
32.881362421,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.695669771,192.167.5.35,192.167.5.22,ICMP,42,,,1
35.924248903,192.167.5.35,192.167.5.22,ICMP,42,,,1
32.702101658,192.167.5.35,192.167.5.22,ICMP,42,,,1
34.383089088,192.167.5.35,192.167.5.22,ICMP,42,,,1
34.830490672,192.167.5.35,192.167.5.22,ICMP,42,,,1
30.540966346,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.064654374,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.770229611,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.016629257,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.318581543,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.732133859,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.078739392,192.167.5.35,192.167.5.22,ICMP,42,,,1
22.193929514,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.437289499,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.363048619,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.010673952,192.167.5.35,192.167.5.22,ICMP,42,,,1
34.510732361,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.529604128,192.167.5.35,192.167.5.22,ICMP,42,,,1
22.349027735,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.889806319,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.907460707,192.167.5.35,192.167.5.22,ICMP,42,,,1
24.785273778,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.315415872,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.913750795,192.167.5.35,192.167.5.22,ICMP,42,,,1
19.916902332,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.424791823,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.665802356,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.231235106,192.167.5.35,192.167.5.22,ICMP,42,,,1
27.259810215,192.167.5.35,192.167.5.22,ICMP,42,,,1
19.120272944,192.167.5.35,192.167.5.22,ICMP,42,,,1
36.102829505,192.167.5.35,192.167.5.22,ICMP,42,,,1
35.660121596,192.167.5.35,192.167.5.22,ICMP,42,,,1
32.578474823,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.669447558,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.360395853,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.378189122,192.167.5.35,192.167.5.22,ICMP,42,,,1
22.547993146,192.167.5.35,192.167.5.22,ICMP,42,,,1
32.683450847,192.167.5.35,192.167.5.22,ICMP,42,,,1
30.101315781,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.173067325,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.051388896,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.595478198,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.537536038,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.220348797,192.167.5.35,192.167.5.22,ICMP,42,,,1
35.304176827,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.070619064,192.167.5.35,192.167.5.22,ICMP,42,,,1
24.55653902,192.167.5.35,192.167.5.22,ICMP,42,,,1
34.337544774,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.68889842,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.770542939,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.04994296,192.167.5.35,192.167.5.22,ICMP,42,,,1
27.210885446,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.502516536,192.167.5.35,192.167.5.22,ICMP,42,,,1
34.841912104,192.167.5.35,192.167.5.22,ICMP,42,,,1
32.67231659,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.942784503,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.436048529,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.953151634,192.167.5.35,192.167.5.22,ICMP,42,,,1
24.545065997,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.587497572,192.167.5.35,192.167.5.22,ICMP,42,,,1
22.989736604,192.167.5.35,192.167.5.22,ICMP,42,,,1
35.807091058,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.585422712,192.167.5.35,192.167.5.22,ICMP,42,,,1
32.70930044,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.84933915,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.803270664,192.167.5.35,192.167.5.22,ICMP,42,,,1
30.53138315,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.60948492,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.864739139,192.167.5.35,192.167.5.22,ICMP,42,,,1
32.9574242,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.378577499,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.09780438,192.167.5.35,192.167.5.22,ICMP,42,,,1
22.444143952,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.815883735,192.167.5.35,192.167.5.22,ICMP,42,,,1
35.950211699,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.388085758,192.167.5.35,192.167.5.22,ICMP,42,,,1
35.233358234,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.9248231,192.167.5.35,192.167.5.22,ICMP,42,,,1
19.843730475,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.982218275,192.167.5.35,192.167.5.22,ICMP,42,,,1
30.488432393,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.976927118,192.167.5.35,192.167.5.22,ICMP,42,,,1
34.104716003,192.167.5.35,192.167.5.22,ICMP,42,,,1
32.00603146,192.167.5.35,192.167.5.22,ICMP,42,,,1
35.018637596,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.751137902,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.387720553,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.547719524,192.167.5.35,192.167.5.22,ICMP,42,,,1
36.017181672,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.504414614,192.167.5.35,192.167.5.22,ICMP,42,,,1
29.554867846,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.377590125,192.167.5.35,192.167.5.22,ICMP,42,,,1
24.480309535,192.167.5.35,192.167.5.22,ICMP,42,,,1
34.393039225,192.167.5.35,192.167.5.22,ICMP,42,,,1
30.434454671,192.167.5.35,192.167.5.22,ICMP,42,,,1
34.863206806,192.167.5.35,192.167.5.22,ICMP,42,,,1
30.538527575,192.167.5.35,192.167.5.22,ICMP,42,,,1
32.275048241,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.147585184,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.951729089,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.920253366,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.46960397,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.553183749,192.167.5.35,192.167.5.22,ICMP,42,,,1
35.121384092,192.167.5.35,192.167.5.22,ICMP,42,,,1
35.059362989,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.696457859,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.581820645,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.343914997,192.167.5.35,192.167.5.22,ICMP,42,,,1
24.067904179,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.846850059,192.167.5.35,192.167.5.22,ICMP,42,,,1
27.765767717,192.167.5.35,192.167.5.22,ICMP,42,,,1
32.04305281,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.497136476,192.167.5.35,192.167.5.22,ICMP,42,,,1
35.888659071,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.494108023,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.944584677,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.543153929,192.167.5.35,192.167.5.22,ICMP,42,,,1
27.880741912,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.608666055,192.167.5.35,192.167.5.22,ICMP,42,,,1
29.639816815,192.167.5.35,192.167.5.22,ICMP,42,,,1
29.797194638,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.355484373,192.167.5.35,192.167.5.22,ICMP,42,,,1
26.099415842,192.167.5.35,192.167.5.22,ICMP,42,,,1
29.444812015,192.167.5.35,192.167.5.22,ICMP,42,,,1
32.821913283,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.828071003,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.312236229,192.167.5.35,192.167.5.22,ICMP,42,,,1
34.072656277,192.167.5.35,192.167.5.22,ICMP,42,,,1
19.214855635,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.126623242,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.441803891,192.167.5.35,192.167.5.22,ICMP,42,,,1
29.793429531,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.814649068,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.999250812,192.167.5.35,192.167.5.22,ICMP,42,,,1
30.043562835,192.167.5.35,192.167.5.22,ICMP,42,,,1
29.268651548,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.279203244,192.167.5.35,192.167.5.22,ICMP,42,,,1
22.724816286,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.557146231,192.167.5.35,192.167.5.22,ICMP,42,,,1
30.350236436,192.167.5.35,192.167.5.22,ICMP,42,,,1
29.502533475,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.412252905,192.167.5.35,192.167.5.22,ICMP,42,,,1
33.986517208,192.167.5.35,192.167.5.22,ICMP,42,,,1
29.507189042,192.167.5.35,192.167.5.22,ICMP,42,,,1
27.808196808,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.193541785,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.489040364,192.167.5.35,192.167.5.22,ICMP,42,,,1
25.99526212,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.717627769,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.876673391,192.167.5.35,192.167.5.22,ICMP,42,,,1
34.561292948,192.167.5.35,192.167.5.22,ICMP,42,,,1
29.633618804,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.120660413,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.357081556,192.167.5.35,192.167.5.22,ICMP,42,,,1
35.097126147,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.635034915,192.167.5.35,192.167.5.22,ICMP,42,,,1
22.741013109,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.52442183,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.159218187,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.867113627,192.167.5.35,192.167.5.22,ICMP,42,,,1
29.63426026,192.167.5.35,192.167.5.22,ICMP,42,,,1
30.364845275,192.167.5.35,192.167.5.22,ICMP,42,,,1
27.798350897,192.167.5.35,192.167.5.22,ICMP,42,,,1
32.42035566,192.167.5.35,192.167.5.22,ICMP,42,,,1
24.554899584,192.167.5.35,192.167.5.22,ICMP,42,,,1
22.828054561,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.287507887,192.167.5.35,192.167.5.22,ICMP,42,,,1
19.499564573,192.167.5.35,192.167.5.22,ICMP,42,,,1
32.552763787,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.798628731,192.167.5.35,192.167.5.22,ICMP,42,,,1
32.868784998,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.665281102,192.167.5.35,192.167.5.22,ICMP,42,,,1
23.782441835,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.059104336,192.167.5.35,192.167.5.22,ICMP,42,,,1
27.048799055,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.3992428,192.167.5.35,192.167.5.22,ICMP,42,,,1
28.347949045,192.167.5.35,192.167.5.22,ICMP,42,,,1
34.687471549,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.296966871,192.167.5.35,192.167.5.22,ICMP,42,,,1
30.985560622,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.381164671,192.167.5.35,192.167.5.22,ICMP,42,,,1
21.390394367,192.167.5.35,192.167.5.22,ICMP,42,,,1
20.962199331,192.167.5.35,192.167.5.22,ICMP,42,,,1
29.828696892,192.167.5.35,192.167.5.22,ICMP,42,,,1
31.537991078,192.167.5.35,192.167.5.22,ICMP,42,,,1
